,Summary,Original
275,"Stephanie White introduces Einstein, a bird, at TED 2006, where Einstein interacts by saying ""hi"" and making various noises. Throughout the presentation, Einstein shows interest in the speakers and displays a playful and comedic personality. The audience is entertained by Einstein's responses, singing ""Happy Birthday,"" and mimicking various animal sounds. Stephanie encourages the audience to protect animal habitats and Einstein concludes by expressing love and blowing a kiss before saying goodbye.","This whimsical wrap-up of TED2006 -- presented by Einstein, the African grey parrot, and her trainer, Stephanie White -- simply tickles. Watch for the moment when Einstein has a moment with Al Gore."
276,"Lennart Green demonstrates various shortcuts and techniques in card manipulation, including memorization, control, and estimation. Through humor and quick sleight of hand, he engages the audience in choosing cards and predicting their locations in the deck. Despite some humorous mistakes and challenges, he impressively reveals the chosen cards, showcasing his unique methods and skills in a captivating performance.","Like your uncle at a family party, the rumpled Swedish doctor Lennart Green says, ""Pick a card, any card."" But what he does with those cards is pure magic -- flabbergasting, lightning-fast, how-does-he-do-it? magic."
277,"The speaker showcases a selection of powerful photographs from National Geographic, emphasizing the storytelling capacity of photography to freeze significant moments and evoke emotional connections. He discusses how photojournalists like Nick Nichols and Jonas Bendiksen capture impactful stories, such as the plight of elephants in Chad and life in Mumbai's slums. Through examples like Brian Skerry and Randy Olson's work on overfishing, and James Nachtwey's coverage of American wounded soldiers, the speaker illustrates how photography can address important issues while also capturing moments of joy and curiosity, like Paul Nicklin's experience with a leopard seal in Antarctica.","The photo director for National Geographic, David Griffin knows the power of photography to connect us to our world. In a talk filled with glorious images, he talks about how we all use photos to tell our stories."
278,"The speaker discusses the impact of remoteness on education quality, emphasizing the importance of introducing educational technology in remote areas first. He also explores how values are acquired and suggests that learning is likely a self-organizing system. Finally, he proposes a vision for educational technology, advocating for a digital, fault-tolerant, and self-organized approach called ""outdoctrination"" to address challenges in education.","Speaking at LIFT 2007, Sugata Mitra talks about his Hole in the Wall project. Young kids in this project figured out how to use a PC on their own -- and then taught other kids. He asks, what else can children teach themselves?"
279,"The speaker emphasizes the importance of understanding a dog's point of view in training, criticizing punitive methods and promoting positive reinforcement. He advocates for training techniques that motivate dogs to willingly follow commands rather than using force or punishment. The speaker also draws parallels between training dogs and improving human relationships, suggesting that positive reinforcement and effective communication skills should be taught more widely in society. His ultimate goal is to create harmonious relationships and effective communication with both dogs and humans through understanding and positive reinforcement.","Speaking at the 2007 EG conference, trainer Ian Dunbar asks us to see the world through the eyes of our beloved dogs. By knowing our pets' perspective, we can build their love and trust. It's a message that resonates well beyond the animal world."
280,"The speaker's lifelong mission is to take humanity into space for the sake of planetary redundancy and resource exploration. He emphasizes the importance of opening up the space frontier for wealth, curiosity, and fear as motivators, as demonstrated by past achievements like the Ansari X PRIZE. He envisions a future where orbital space flight becomes affordable for everyone, facilitated by the competition and innovation spurred by prizes and entrepreneurial endeavors in the space industry. Ultimately, he believes that humanity's ability to solve grand challenges lies in the committed and passionate human mind.","Peter Diamandis says it's our moral imperative to keep exploring space -- and he talks about how, with the X Prize and other incentives, we're going to do just that."
281,"The speaker discusses the evolving relationship between computers and television, highlighting how the tech industry has impacted traditional media. He explores the history of technology, from the early days of computing to the dotcom era and the rise of Web 2.0. The discussion touches on the influence of counterculture movements on the development of personal computing, the shift towards user-generated content, and the challenges faced by traditional media in adapting to these changes. Ultimately, he emphasizes the importance of audience engagement and the transformative power of technology in shaping the future of entertainment and communication.","In this absorbing look at emerging media and tech history, Peter Hirshberg shares some crucial lessons from Silicon Valley and explains why the web is so much more than ""better TV."""
282,"Eve Ensler discusses the concept of security and how the relentless pursuit of it ultimately leads to more insecurity. Through her experiences with V-Day and meeting individuals like Agnes, she emphasizes the importance of transforming suffering into a mission to prevent harm to others, rather than focusing solely on personal security. Ensler advocates for vulnerability, connection, and honoring women as a way to achieve genuine safety and a new understanding of security in the world.","Playwright Eve Ensler explores our modern craving for security -- and why it makes us less secure. Listen for inspiring, heartbreaking stories of women making change."
283,"The speaker shares a humorous story about a surprising use of hyena feces by missionaries in Africa and then transitions to discussing his camel encounter in Jordan. He describes a challenging journey on camels in the desert and provides a detailed examination of camel anatomy and adaptations, highlighting their unique design features. The speaker concludes by emphasizing the remarkable ability of animals, like camels, to continually adapt to their environment compared to humans who adapt their environment to suit them.","Keith Bellows gleefully outlines the engineering marvels of the camel, a vital creature he calls ""the SUV of the desert."" Though he couldn't bring a live camel to TED, he gets his camera crew as close as humanly possible to a one-ton beast in full rut."
284,"The speaker discusses the importance of specific and genuine praise, admiration, and gratitude, reflecting on their own struggles with expressing and receiving these sentiments. They highlight examples of individuals who yearn for acknowledgment but struggle to ask for it, emphasizing the need to communicate openly about the praise and appreciation we desire. The speaker encourages everyone to ""true their wheels"" by honestly articulating the praise they need and fostering meaningful connections through genuine acknowledgment within relationships, suggesting that this practice can contribute to a more harmonious world starting from the household level. They conclude by thanking the audience for their roles in various relationships and for their contributions in making a positive impact.","In this deceptively simple 3-minute talk, Dr. Laura Trice muses on the power of the magic words ""thank you"" -- to deepen a friendship, to repair a bond, to make sure another person knows what they mean to you. Try it."
285,"David Gallo and Bill Lange share stories about the incredible biodiversity and mysteries of the deep sea, highlighting the importance of exploring and understanding this vast, unexplored world beneath the ocean's surface. They showcase fascinating creatures like jellies, tube worms, and octopods that thrive in extreme conditions, such as hydrothermal vents. Through their research and innovative camera technology, they provide insights into the interconnectedness of life on Earth and emphasize the need to appreciate and conserve the fragile yet resilient ecosystems of the deep sea.","With vibrant video clips captured by submarines, David Gallo takes us to some of Earth's darkest, most violent, toxic and beautiful habitats, the valleys and volcanic ridges of the oceans' depths, where life is bizarre, resilient and shockingly abundant."
286,"The speaker discusses various complex issues such as health, education, pollution, energy shortage, poverty, and longevity, proposing unconventional solutions like reducing the global population to 100 million or using genetic engineering to limit reproduction. He also touches on the idea of extending human lifespan through genetic modifications, highlighting the challenges and ethical considerations involved. Ultimately, he suggests that the future of psychology lies in classifying different types of problems and corresponding thinking strategies to develop super-intelligent machines capable of addressing global challenges.","Listen closely -- Marvin Minsky's arch, eclectic, charmingly offhand talk on health, overpopulation and the human mind is packed with subtlety: wit, wisdom and just an ounce of wily, is-he-joking? advice."
287,"The speaker argues that politics and religion, particularly democracy and Islam, can be seen as technologies for control and salvation, respectively. They discuss how interpretations of these concepts can vary widely, leading to deep disagreements and contestation. Despite the imminent war fueled by these differences, there is hope for compatibility and positive outcomes when Muslims embrace democracy and work towards a transformative Islamic democracy. The speaker concludes by emphasizing the importance of actively shaping the future towards a democratic and Islamic coexistence, despite the risks and challenges ahead.","Noah Feldman makes a searing case that both politics and religion -- whatever their differences -- are similar technologies, designed to efficiently connect and manage any group of people."
288,"The speaker, the Director of Nutrition Services for the Berkeley Unified School District, discusses the social justice aspect of school lunch programs and emphasizes the need to change how children are fed in America. By implementing salad bars in schools, teaching about regional and organic foods, and promoting sustainability, the speaker aims to improve children's health and food choices. Criticizing the current food system controlled by big agribusiness and government oversight, the speaker advocates for healthier, chemical-free food options to combat the rising rates of diseases like diabetes among children. The speaker highlights the importance of educating children, staff, and the public, advocating for better oversight of school lunch programs, and increasing funding to provide nutritious meals for children.","Speaking at the 2007 EG conference, ""renegade lunch lady"" Ann Cooper talks about the coming revolution in the way kids eat at school -- local, sustainable, seasonal and even educational food."
289,"The speaker discusses the controversies surrounding his book ""The Blank Slate,"" which challenges the idea that the human mind is a blank slate shaped solely by socialization. He presents evidence from anthropology, genetics, and neuroscience to argue that humans are not born as blank slates. Controversial topics in the book include the decline of elite art and the impact of parenting on children, with the speaker emphasizing the importance of exploring challenging topics honestly to better understand human nature.","Steven Pinker's book The Blank Slate argues that all humans are born with some innate traits. Here, Pinker talks about his thesis, and why some people found it incredibly upsetting."
290,"The speaker discusses the increasing presence of robots in our lives, predicting a future where robots are ubiquitous. He reflects on the current stage of robot development akin to the early days of personal computers in the late 70s and early 80s. The presentation showcases various robots, including home-cleaning and military surveillance robots, emphasizing their evolving capabilities and potential societal impact. The speaker addresses concerns about the humanization of robots and potential scenarios of robotic domination, ultimately concluding that the integration of robots into society will be a gradual and controlled process.","In this prophetic talk from 2003, roboticist Rodney Brooks talks about how robots are going to work their way into our lives -- starting with toys and moving into household chores ... and beyond."
291,"The speaker discusses various projects related to graphic design and happiness, including inflatable monkeys in Scotland and coat hangers in a fashion street. They highlight phrases like ""Worrying solves nothing"" and ""Money does not make me happy"" that were displayed in different mediums. The projects were commissioned by clients due to financial constraints, with one involving wrapping a casino building with the phrase ""Money does not make me happy."" The speaker also shares about a New York show where designers wrote their learnings on steamed-up windows and a billboard in Lisbon that faded the message ""Complaining is silly. Either act or forget"" over time.","Rockstar designer Stefan Sagmeister delivers a short, witty talk on life lessons, expressed through surprising modes of design (including ... inflatable monkeys?)."
292,"The speaker discusses the differences between liberals and conservatives based on their levels of openness to experience, which influences their political views, group affiliations, and moral foundations. He explains how liberals prioritize harm/care and fairness/reciprocity, while conservatives value in-group/loyalty, authority/respect, and purity/sanctity. By understanding these moral foundations, the speaker suggests stepping outside the moral matrix, cultivating moral humility, and embracing both liberal and conservative insights for a balanced approach to solving societal issues. Ultimately, he encourages using a passionate commitment to truth to create a better future for all.","Psychologist Jonathan Haidt studies the five moral values that form the basis of our political choices, whether we're left, right or center. In this eye-opening talk, he pinpoints the moral values that liberals and conservatives tend to honor most."
293,"Caleb Chung, a toy designer, shares his journey from being a mime to a toy designer, showcasing various toy designs he created over the years. He delves into the creation of Furby, highlighting the process and success of the product. He then discusses his latest project, Pleo, a robotic dinosaur designed to evoke empathy and connection. Caleb emphasizes the importance of blending art, science, and innovation in toy design and the social responsibility in creating children's companions.","Pleo the robot dinosaur acts like a living pet -- exploring, cuddling, playing, reacting and learning. Inventor Caleb Chung talks about Pleo and his wild toy career at EG07, on the week that Pleo shipped to stores for the first time."
294,"The speaker reflects on the impact of documentary photography during the '60s, highlighting how images helped shape public opinion and drive social change. They emphasize the power of photography in giving a voice to the marginalized and sparking resistance to injustice. The speaker then presents a TED wish to utilize news photography in innovative ways to tell vital stories, particularly focusing on the global health crisis of extreme drug-resistant tuberculosis (XDR-TB). The call to action urges spreading awareness and stopping the disease through XDRTB.org.","An ancient disease is taking on a deadly new form. James Nachtwey share his powerful photographs of XDR-TB, a newly drug-resistant strain of tuberculosis that has developed due to misused and inadequate medical treatments -- and that might be touching off a global medical crisis. "
295,"David Rose, a serial entrepreneur turned investor, emphasizes the importance of pitching to venture capitalists. He stresses that the key to a successful pitch is conveying integrity and passion, along with experience, knowledge, and leadership skills. To effectively pitch, one should follow a structured approach, including grabbing attention within the first few seconds, providing a logical progression, and avoiding errors or inconsistencies in the presentation. Utilizing tools like presenter mode and remote control, along with focusing on the audience rather than the screen, can enhance the effectiveness of the pitch.",Thinking startup? David S. Rose's rapid-fire TED U talk on pitching to a venture capitalist tells you the 10 things you need to know about yourself -- and prove to a VC -- before you fire up your slideshow.
296,"The speaker discusses the concept of evil and how individuals can transform from good to evil, using examples such as the Stanford Prison Study and the Abu Ghraib prison abuses. He highlights the power of systems in influencing individual behavior, as well as the importance of understanding the social and psychological processes that lead to evil actions. The talk concludes with a call to promote heroism and the heroic imagination as a way to combat evil and inspire positive social change.","Philip Zimbardo knows how easy it is for nice people to turn bad. In this talk, he shares insights and graphic unseen photos from the Abu Ghraib trials. Then he talks about the flip side: how easy it is to be a hero, and how we can rise to the challenge."
297,"David Perry, who grew up in Northern Ireland, shared his journey from childhood antics in a cold climate to becoming a successful video game developer. He emphasized the evolution of video game graphics and the emotional impact they can have on players. Perry also highlighted the potential for video games to influence society positively and creatively, especially with the upcoming generation's innovative ideas and the immersive experiences video games offer.","Game designer David Perry says tomorrow's videogames will be more than mere fun to the next generation of gamers. They'll be lush, complex, emotional experiences -- more involving and meaningful to some than real life. With an excerpt from Michael Highland's film ""As Real as Your Life."""
298,"The speaker discusses the concept of architecture as a special-effects machine that challenges conventional space assumptions through various projects, such as an exhibition pavilion made of water mist and an anti-spectacle exhibition pavilion called Blur. They touch on their work at the Institute of Contemporary Art in Boston, where architecture frames views and creates a hypnotic effect, and the renovation of Alice Tully Hall at Lincoln Center, focusing on creating intimacy and reducing visual noise through architectural design, including a lighting effect to connect audience and performers. The speaker emphasizes the importance of architectural theatrics in enhancing the concert hall experience.","In this engrossing EG talk, architect Liz Diller shares her firm DS+R's more unusual work, including the Blur Building, whose walls are made of fog, and the revamped Alice Tully Hall, which is wrapped in glowing wooden skin."
299,"Growing up at 915 South Bloodworth Street in Raleigh, North Carolina, the speaker's family practiced compassion by ensuring that all family members were cared for and by extending love to those in need, including elderly relatives and outsiders. They learned that compassion involves making space for others and sharing in the joy of accomplishments. Through personal experiences and examples like Dr. Martin Luther King Jr.'s message of unity and Bobby Kennedy's call for solidarity, the speaker emphasizes the importance of tangible acts of compassion in creating a more just and peaceful world. Reflecting on the need for compassion in today's world, the speaker advocates for a charter of compassion to address societal inequalities and promote unity among all people.","Join Rev. James Forbes at the dinner table of his Southern childhood, where his mother and father taught him what compassion really means day to day -- sharing with those who need love."
300,The speaker begins with a delay but quickly gets started with their presentation. They experience some technical difficulties but manage to continue with the help of beatboxing. The audience responds with applause at the end.,"Human beatbox James ""AudioPoet"" Burchfield performs an intricate three-minute breakdown -- sexy, propulsive hip-hop rhythms and turntable textures -- all using only his voice."
301,"The speaker reflects on the impact of 9/11 on his perspective, particularly in relation to urban density and emergent behavior. He discusses the evolution of online interactivity from individual linking to collective authorship, using Google and Technorati as examples. The emergence of power laws in the blogosphere prompts consideration of how the underlying rules can be adjusted to potentially foster a more democratic spread of voices. This ongoing conversation highlights the unique ability to observe and influence emergent systems in a digital context.","Outside.in's Steven Johnson says the Web is like a city: built by many people, completely controlled by no one, intricately interconnected and yet functioning as many independent parts. While disaster strikes in one place, elsewhere, life goes on."
302,"Photographer Kirsten Ashburn shares poignant stories from Zimbabwe, where she captured the devastating impact of HIV/AIDS through photographs. She highlights individuals like Herbert, who lost both parents to AIDS, and Joyce, a young mother who passed away at 23, leaving her child in the care of her mother. Kirsten's journey to Africa was sparked by a desire to address the alarming statistics she read about, leading her to document the lives of those affected by the epidemic. Through her work, Kirsten aims to give a voice to those whose stories deserve to be told.","In this moving talk, documentary photographer Kristen Ashburn shares unforgettable images of the human impact of AIDS in Africa."
303,"The speaker discusses the collapse of past societies due to environmental problems and outlines a five-point framework to understand collapses, using the example of the Greenland Norse. He then applies the framework to present-day issues in Montana, highlighting human impacts, climate change, relations with neighboring societies, and cultural factors. The speaker emphasizes the importance of addressing multiple environmental challenges and the need for collective action to avoid potential societal collapse in the future.","Why do societies fail? With lessons from the Norse of Iron Age Greenland, deforested Easter Island and present-day Montana, Jared Diamond talks about the signs that collapse is near, and how -- if we see it in time -- we can prevent it."
304,"The speaker discusses the connection between healing, happiness, and natural wonders, emphasizing the body's ability to heal itself when harmful behaviors are stopped. Through various studies, he demonstrates the effectiveness of lifestyle changes in improving heart health, reversing heart disease, and potentially inhibiting tumor growth in prostate cancer. He highlights the importance of addressing loneliness and depression, as well as promoting intimacy and connection, as integral components of overall health and well-being. The talk concludes with a message that creating a sense of community, love, and connection is healing, ultimately leading to a fuller and healthier life.","Dean Ornish talks about simple, low-tech and low-cost ways to take advantage of the body's natural desire to heal itself."
305,"Compassion, a universal concept found in world religions, is about understanding and acting upon the pain of others while recognizing our interconnectedness with all of creation. Judaism emphasizes the balance of justice, kindness, and compassion, urging individuals to translate feelings of compassion into meaningful actions. Through a story of a rich man and a poor cleaner in a synagogue, it illustrates the essence of compassion as a divine plea for both giving and receiving, ultimately highlighting the importance of embodying compassion in our daily lives.","While we all agree that compassion is a great idea, Rabbi Tabick acknowledges there are challenges to its execution. She explains how a careful balance of compassion and justice allows us to do good deeds, and keep our sanity."
306,"Garrett Lisi discusses the beauty of particle physics, comparing it to coral branching into different copies and quantum mechanics. He explains the mathematics of quantum mechanics and the interactions of elementary particles, mentioning the Large Hadron Collider and the search for new particles. Lisi introduces the concept of an E8 pattern in eight-dimensional charge space, which could potentially explain the universe at the smallest scales, and discusses the potential implications of this theory. Despite the complexity of the topic, Lisi emphasizes the importance of balance in life and shares his unconventional lifestyle, living in beautiful places and pursuing his passions.","Physicist and surfer Garrett Lisi presents a controversial new model of the universe that -- just maybe -- answers all the big questions. If nothing else, it's the most beautiful 8-dimensional model of elementary particles and forces you've ever seen."
307,"The transcript discusses the journey from being a consumer to a contributor, emphasizing the importance of feeling secure and compassionate to truly contribute. It delves into the concept of empathy and the realization of one's wholeness leading to happiness. The speaker stresses the need to act compassionately even if one doesn't initially feel it, as compassion is a dynamic manifestation of one's true self.","Swami Dayananda Saraswati unravels the parallel paths of personal development and attaining true compassion. He walks us through each step of self-realization, from helpless infancy to the fearless act of caring for others."
308,"The speaker discusses the concept of glamour, highlighting its historical roots as a literal magic spell and its evolution into a form of illusion and falsification associated with Hollywood and other realms such as industry and physics. Glamour is portrayed as a means of transcending the mundane, evoking mystery and grace while concealing effort and editing out imperfections to create an idealized world. The presentation emphasizes the duality of glamour, acknowledging its appeal and value while cautioning against its potential dangers and advocating for a deeper appreciation of the effort and complexity behind its creation.","In a timely talk, cultural critic Virginia Postrel muses on the true meaning, and the powerful uses, of glamour -- which she defines as any calculated, carefully polished image designed to impress and persuade."
309,"Newton Aduaka shares his artistic journey, feeling akin to sculptor Giacometti, whose work symbolized a lifetime of search and thought. Aduaka presents film clips portraying themes of displacement, loss, and identity, reflecting his personal experiences of being away from home for 20 years. The discussion delves into the psychological trauma of child soldiers, emphasizing the importance of acknowledging and addressing such experiences in the context of Africa's progress.","Filmmaker Newton Aduaka shows clips from his powerful, lyrical feature film ""Ezra,"" about a child soldier in Sierra Leone."
310,"The speaker uses gestures to convey different meanings, telling a story about a guy who approaches a girl with a unique proposal, showcasing his quirky and poetic way of expressing himself. Despite his creative attempt to connect with her, the girl politely declines his offer, demonstrating that sometimes simplicity is more appreciated than grand gestures. The interaction highlights the complexities of human communication and the importance of genuine connection over elaborate displays of affection.",Rives tells a typographical fairy tale that's short and bittersweet ;)
311,"Enrico Fermi's question ""Where is everybody?"" about the existence of intelligent alien life sparked discussions among scientists. The speaker humorously suggests that Fermi may have overlooked the possibility that aliens could be very distant or that Fermi himself could be an alien. The speaker then shares personal encounters that feel inexplicably strange and potentially involve encounters with aliens, adding a humorous and whimsical touch to the storytelling. The final story in Portugal ends with a heartwarming moment of waiting for a loved one, emphasizing the theme of connection and the vastness of the universe.","Humorist John Hodgman rambles through a new story about aliens, physics, time, space and the way all of these somehow contribute to a sweet, perfect memory of falling in love."
312,"The speaker discusses the intersection of design, science, and technology, highlighting the role of designers in transforming scientific advancements into usable products. The presentation previews an upcoming exhibition titled ""Design and the Elastic Mind,"" focusing on how designers and scientists collaborate to enhance human experiences and address challenges. Various examples from the exhibition showcase innovative design concepts such as nanotechnology applications, tissue engineering, rapid manufacturing, and collective design approaches aimed at shaping the future of design and technology.",MOMA design curator Paola Antonelli previews the groundbreaking show Design and the Elastic Mind -- full of products and designs that reflect the way we think now.
313,"The speaker, who grew up during World War II in Europe, became interested in understanding what makes a life worth living after observing the impact of war on people's happiness. Through encounters with psychology and influential figures like Carl Jung, the speaker delved into researching happiness and creativity. The speaker discusses the concept of ""flow,"" a state of intense focus and clarity leading to feelings of ecstasy and fulfillment, which can be achieved through challenging activities that align with personal skills and interests. The goal is to help individuals experience more moments of flow in their everyday lives for increased happiness and fulfillment.","Mihaly Csikszentmihalyi asks, ""What makes a life worth living?"" Noting that money cannot make us happy, he looks to those who find pleasure and lasting satisfaction in activities that bring about a state of ""flow."""
314,"The speaker reflects on the lives of Abraham Lincoln and Lyndon Johnson, emphasizing the importance of striving for balance in work, love, and play to achieve fulfillment and serenity. Lincoln's ambition for a worthy accomplishment and Johnson's lack of emotional resources post-presidency highlight the consequences of neglecting other aspects of life. The importance of hobbies, humor, and storytelling in finding pleasure, relaxation, and replenishment is underscored, culminating in a personal anecdote about her love of baseball passed down through generations.","Historian Doris Kearns Goodwin talks about what we can learn from American presidents, including Abraham Lincoln and Lyndon Johnson. Then she shares a moving memory of her own father, and of their shared love of baseball."
315,"The speaker discusses compassion in Islam, emphasizing that the core of the faith is grounded in compassion, as exemplified by the teachings of the Prophet Muhammad and the importance of overcoming egotism. They highlight the Sufi tradition's focus on inner spiritual growth and unity with divinity as a path to compassion. The ultimate message is that by recognizing the divinity within ourselves and others, and by transcending egotism, we can create a more compassionate world, fulfilling the prophecy of a peaceful coexistence as envisioned in various faith traditions.","Imam Faisal Abdul Rauf combines the teachings of the Qur'an, the stories of Rumi, and the examples of Muhammad and Jesus, to demonstrate that only one obstacle stands between each of us and absolute compassion -- ourselves."
316,"The speaker discusses the era of significant change we are currently in, focusing on the exponential growth of human population and our dominance over nature. He emphasizes the need for sustainability and efficiency in the face of technological advancements, particularly in information technology. Through examples of innovative aircraft and vehicles, he demonstrates the potential for doing more with less, highlighting the importance of harnessing technology to achieve a balance between technology and nature. Ultimately, he urges for collective action to create a desirable and sustainable world for future generations.","In 1998, aircraft designer Paul MacCready looks at a planet on which humans have utterly dominated nature, and talks about what we all can do to preserve nature's balance. His contribution: solar planes, superefficient gliders and the electric car."
317,"Zach Kaplan and Keith Schacht showcase six innovative materials and technologies with unexpected properties, such as a soft but strong magnet and shape-retaining plastic. They emphasize the importance of considering real-world applications to fully understand their potential impact, demonstrated through examples like magnetically-levitating boards and dry liquid for cooling. Collaborating with Roman Coppola, they explore creative commercial concepts for these technologies, including a water gun fight with dry liquid and a color-changing milk carton to detect spoilage, highlighting the transformative possibilities these inventions offer in various industries like firefighting and healthcare.","The Inventables guys, Zach Kaplan and Keith Schacht, demo some amazing new materials and how we might use them. Look for squishy magnets, odor-detecting ink, ""dry"" liquid and a very surprising 10-foot pole."
318,"The speaker describes the founding of the Perimeter Institute for Theoretical Physics in Ontario and discusses the importance of community and ethics in scientific research. He highlights the evolution of scientific and social theories from Aristotelian and Newtonian views to the modern relational universe theory. The integration of Darwinism and relationalism is proposed as the driving force behind 21st-century science, with implications for both scientific and societal advancements. Ultimately, the speaker emphasizes the interconnectedness of scientific progress, democracy, and the ongoing evolution of ideas in space, time, and cosmology.","Physicist Lee Smolin talks about how the scientific community works: as he puts it, ""we fight and argue as hard as we can,"" but everyone accepts that the next generation of scientists will decide who's right. And, he says, that's how democracy works, too."
319,"The speaker emphasizes the importance of changing our perspective about Earth, highlighting that it is an ocean planet rather than a terrestrial one. He criticizes traditional two-dimensional thinking in engineering and advocates for embracing a three-dimensional approach, particularly in ocean exploration. The speaker shares his experiences flying underwater alongside a manta ray, showcasing a prototype machine designed for underwater flight. He concludes by announcing the development of new technology for deep-sea exploration and promoting the idea of underwater flight without patenting it.","Graham Hawkes takes us aboard his graceful, winged submarines to the depths of planet Ocean (a.k.a. ""Earth""). It's a deep blue world we landlubbers rarely see in 3D."
320,"The transcript discusses the importance of compassion through the teachings of Einstein and Buddhist psychology, emphasizing the need to embrace all living creatures and nature. It tells the story of Asanga's search for the future Buddha Maitreya, highlighting the concept of compassion and altruism. The method of developing compassion is explained through a sevenfold causal method, focusing on equality, mother recognition, gratitude, lovely love, universal compassion, and universal responsibility, ultimately leading to a new orientation in life where one lives for both oneself and others, finding joy and happiness in practicing compassion.","It's hard to always show compassion -- even to the people we love, but Robert Thurman asks that we develop compassion for our enemies. He prescribes a seven-step meditation exercise to extend compassion beyond our inner circle."
321,"The speaker discusses the creation and components of a fragrance called Beyond Paradise, explaining how it is made up of various notes and molecules. He delves into the theories behind scent perception, challenging traditional shape-based theories and proposing the idea that we may smell molecular vibrations instead. By utilizing a method to calculate and create new odorants based on these vibrations, he successfully develops a new compound called tonkene that mimics the scent of coumarin. This innovative approach to fragrance creation has garnered interest and acceptance in the commercial world, showcasing the potential of applying scientific principles to perfumery.","What's the science behind a sublime perfume? With charm and precision, biophysicist Luca Turin explains the molecular makeup -- and the art -- of a scent."
322,"Compassion and the golden rule are seen as integral to human nature, with roots in evolutionary biology such as kin selection and reciprocal altruism. While these innate traits have expanded to include an intuitive appreciation of the golden rule, exclusions and exceptions still hinder universal love. The concept of non-zero-sum relationships, fostering interdependence and understanding, presents a potential solution for global harmony. Expanding the moral imagination, especially through political and religious leadership, is crucial in overcoming selective deployment of compassion and promoting empathy towards others.","Robert Wright uses evolutionary biology and game theory to explain why we appreciate the Golden Rule (""Do unto others...""), why we sometimes ignore it and why there’s hope that, in the near future, we might all have the compassion to follow it."
323,"The Long Now Foundation aims to promote long-term thinking and continuity through projects like a 10,000-year clock. After exploring various mountains, they settled on Mount Washington in Nevada for its remoteness and natural beauty. Their design for the clock includes integrating it into the mountain while respecting its surroundings, emphasizing the concept of a ""mountain clock."" This project also involves potentially buying up the surrounding valley to preserve it and expand the nearby national park.","Stewart Brand works on the Clock of the Long Now, a timepiece that counts down the next 10,000 years. It's a beautiful project that asks us to think about the far, far future. Here, he discusses a tricky side problem with the Clock: Where can we put it?"
324,"The Jet Propulsion Lab was founded by adventurous individuals with a knack for exploration and innovation, despite some risky chemical experiments in their early days. The lab transitioned from focusing on rockets to exploring space after launching the first American satellite. They continue to push boundaries with projects like Mars Rovers and spacecraft missions to planets like Mars, Saturn, and its moon Titan, seeking to understand the origins of the universe and potential for extraterrestrial life.","At Serious Play 2008, Charles Elachi shares stories from NASA's legendary Jet Propulsion Lab -- including tales and video from the Mars Rover project."
325,"After being silent for 17 years, John Francis began speaking on Earth Day in Washington, D.C. His journey of walking for the environment led him to pursue environmental studies and eventually obtain a master's degree. Through his experiences, he learned the importance of listening and communication, emphasizing the interconnectedness of how we treat each other and the environment. Francis encourages others to break free from self-imposed limitations and take action to create positive change.","For almost three decades, John Francis has been a planetwalker, traveling the globe by foot and sail with a message of environmental respect and responsibility (for 17 of those years without speaking). A funny, thoughtful talk with occasional banjo."
326,"Nollywood, Nigeria's film industry, is the third-largest globally, producing nearly 2,000 films a year without foreign investment or government aid. This grassroots movement has created jobs and is changing the narrative about Africa through storytelling. Embracing digital technology has allowed Nollywood to thrive, inspiring other African nations and filmmakers worldwide. The industry's success highlights the importance of storytelling in society and the power of film to entertain, educate, and inspire.","Zambia-born filmmaker Franco Sacchi tours us through Nollywood, Nigeria's booming film industry (the world's 3rd largest). Guerrilla filmmaking and brilliance under pressure from crews that can shoot a full-length feature in a week."
327,"The speaker reflects on American responses to mass atrocities, highlighting a moment during the Rwandan genocide that exposed the lack of public outcry and political response. They discuss the emergence of an anti-genocide movement in the 21st century, driven by students and diverse groups, which has achieved some success in raising awareness and pressuring governments to act. Drawing lessons from the life of Sergio Vieira de Mello, a Brazilian diplomat killed in Iraq, the speaker emphasizes the importance of engaging with adversaries, upholding dignity, calibrating responses to threats, and maintaining humility in addressing global challenges. Ultimately, they assert that evil will not prevail if individuals actively work towards positive change and engage responsibly with the world.","Would you negotiate with someone you knew to be evil, to save lives? Samantha Power tells a story of a complicated hero, Sergio Vieira de Mello. This UN diplomat walked a thin moral line, negotiating with the world's worst dictators to help their people survive crisis. It's a compelling story told with a fiery passion."
328,"The speaker recounts a harrowing experience during the 2004 tsunami in Sri Lanka, witnessing the destructive power of the waves and the community's resilience. They reflect on the role of blogs in providing real-time information and a collective portrait of the disaster, highlighting the power of the blogosphere in conveying experiences and accessing collective intelligence. However, they caution against the potential dark side of blogs, emphasizing the risk of groupthink and loss of independent thinking within online networks.","James Surowiecki pinpoints the moment when social media became an equal player in the world of news-gathering: the 2005 tsunami, when YouTube video, blogs, IMs and txts carried the news -- and preserved moving personal stories from the tragedy."
